id_indicador_municipio,id_municipio,nome_uf,nome_regiao,nu_rede,ds_rede,nu_serie,qt_alunos_avaliados,qt_alunos_alfabetizados,qt_alunos_alfabetizados_corte,pc_indicador_alfabetizacao,pc_indicador_alfabetizacao_corte,vl_proficiencia_media,vl_proficiencia_mediana,ts_insercao,nu_ano,sigla_uf
-72748635127714384,3170404,Minas Gerais,Sudeste,3,Municipal,2,375,218,218,58.13,58.13,748.17,754.7,2026-08-20 01:27:09,2023,MG
4356560651441176226,3100203,Minas Gerais,Sudeste,3,Municipal,2,120,64,64,53.33,53.33,742.87,746.72,2026-08-20 01:27:09,2023,MG
1576100619241445549,3106705,Minas Gerais,Sudeste,3,Municipal,2,4196,2278,2278,54.29,54.29,744.24,748.02,2026-08-20 01:27:09,2023,MG
6719885361111624159,3112000,Minas Gerais,Sudeste,3,Municipal,2,94,84,84,89.36,89.36,787.86,785.25,2026-08-20 01:27:09,2023,MG
4024713724586468711,3115458,Minas Gerais,Sudeste,2,Estadual,2,21,12,12,57.14,57.14,740.26,760.41,2026-08-20 01:27:09,2023,MG
-7892320294013542187,3116308,Minas Gerais,Sudeste,2,Estadual,2,53,37,37,69.81,69.81,772.84,788.98,2026-08-20 01:27:09,2023,MG
-5489979817336312751,3121902,Minas Gerais,Sudeste,3,Municipal,2,45,19,19,42.22,42.22,727.6,725.85,2026-08-20 01:27:09,2023,MG
5649097742769904623,3122108,Minas Gerais,Sudeste,3,Municipal,2,34,15,15,44.12,44.12,730.04,728.53,2026-08-20 01:27:09,2023,MG
919977915980893722,3123601,Minas Gerais,Sudeste,3,Municipal,2,227,136,136,59.91,59.91,750.61,758.44,2026-08-20 01:27:09,2023,MG
7765015216198362914,3125200,Minas Gerais,Sudeste,3,Municipal,2,22,16,16,72.73,72.73,769.18,763.85,2026-08-20 01:27:09,2023,MG
3491953454439702888,3125606,Minas Gerais,Sudeste,3,Municipal,2,89,48,48,53.93,53.93,750.36,749.08,2026-08-20 01:27:09,2023,MG
1357118851779188625,3126703,Minas Gerais,Sudeste,3,Municipal,2,108,45,45,41.67,41.67,733.3,729.55,2026-08-20 01:27:09,2023,MG
-6708316317530189360,3127602,Minas Gerais,Sudeste,3,Municipal,2,115,87,87,75.65,75.65,769.97,772.62,2026-08-20 01:27:09,2023,MG
-6946979526946122062,3129202,Minas Gerais,Sudeste,3,Municipal,2,61,29,29,47.54,47.54,731.6,742.24,2026-08-20 01:27:09,2023,MG
